Future.ID,Run.ID,time,Are.N,Ace.N,Are.S,Ace.S,S,RelPrice_N,RelLabor_N,Labor.re_N,Price.re_N,Agg.demand.re.tech_N,Profits.re_N,Yre_N,sre_N,Labor.ce_N,Price.ce_N,Agg.demand.ce.tech_N,Profits.ce_N,Yce_N,sce_N,Y_N,RelPrice_S,RelLabor_S,Labor.re_S,Price.re_S,Agg.demand.re.tech_S,Profits.re_S,Yre_S,sre_S,Labor.ce_S,Price.ce_S,Agg.demand.ce.tech_S,Profits.ce_S,Yce_S,sce_S,Y_S,Delta.Temp,Gamma.re.t_N,Gamma.re.t_S,Gamma.ce.t_N,Gamma.ce.t_S,L_N,L_S,Consumption_N,Consumption_S,Utility.Consumer_N,Utility.Consumer_S,CO2.Concentration,Cost.S.Damage,policy.status,dS.lag,Budget.function.N,Budget.function.S,Budget.N,Budget.S,time.300yr,Are.N.300yr,Ace.N.300yr,Are.S.300yr,Ace.S.300yr,S.300yr,RelPrice_N.300yr,RelLabor_N.300yr,Labor.re_N.300yr,Price.re_N.300yr,Agg.demand.re.tech_N.300yr,Profits.re_N.300yr,Yre_N.300yr,sre_N.300yr,Labor.ce_N.300yr,Price.ce_N.300yr,Agg.demand.ce.tech_N.300yr,Profits.ce_N.300yr,Yce_N.300yr,sce_N.300yr,Y_N.300yr,RelPrice_S.300yr,RelLabor_S.300yr,Labor.re_S.300yr,Price.re_S.300yr,Agg.demand.re.tech_S.300yr,Profits.re_S.300yr,Yre_S.300yr,sre_S.300yr,Labor.ce_S.300yr,Price.ce_S.300yr,Agg.demand.ce.tech_S.300yr,Profits.ce_S.300yr,Yce_S.300yr,sce_S.300yr,Y_S.300yr,Delta.Temp.300yr,Gamma.re.t_N.300yr,Gamma.re.t_S.300yr,Gamma.ce.t_N.300yr,Gamma.ce.t_S.300yr,L_N.300yr,L_S.300yr,Consumption_N.300yr,Consumption_S.300yr,Utility.Consumer_N.300yr,Utility.Consumer_S.300yr,CO2.Concentration.300yr,Cost.S.Damage.300yr,policy.status.300yr,dS.lag.300yr,Budget.function.N.300yr,Budget.function.S.300yr,Budget.N.300yr,Budget.S.300yr,Y.Total_N,Y.Total_S,Consumption.Total_N,Consumption.Total_S,Utility.Consumer.Total_N,Utility.Consumer.Total_S,Y.Total_N.300,Y.Total_S.300,Consumption.Total_N.300,Consumption.Total_S.300,Utility.Consumer.Total_N.300,Utility.Consumer.Total_S.300,Policy.Start.Time,Policy.Duration,ce.tax_N,RD.subsidy_N,RD.subsidy.GF_N,Tec.subsidy_N,Tec.subsidy.GF_N,ce.tax_S,RD.subsidy_S,Tec.subsidy_S,CO2.GrowthRate,Climate.Coef,CO2.2032,CO2.2042,CO2.2052,CO2.2062,CO2.2072,CO2.2082,CO2.2092,Delta.Temp.2032,Delta.Temp.2042,Delta.Temp.2052,Delta.Temp.2062,Delta.Temp.2072,Delta.Temp.2082,Delta.Temp.2092,Delta.Temp.2097,Delta.Temp.2102,Delta.Temp.2107,Delta.Temp.2112,Delta.Temp.Min.100yr,Delta.Temp.Max.300yr,Delta.Temp.GrowthRate,epsilon,rho,alfa,Eta.re,Eta.ce,Gamma.re,Gamma.ce,Nu.re,Nu.ce,k.re,k.ce,labor.growth_N,labor.growth_S,lambda.S,sigma.utility,Yre.0_N,Yce.0_N,Yre.0_S,Yce.0_S,size.factor,TimeStep,EndTime,Climate.Model,Beta.Delta.Temp,CO2.base,CO2.Disaster,Delta.Temp.Disaster,qsi,Delta.S,S.0,policy.name,Y.Total_N.fwa,Y.Total_S.fwa,Consumption.Total_N.fwa,Consumption.Total_S.fwa,Climate.Coef.fwa,CO2.GrowthRate.fwa,Delta.Temp.GrowthRate.fwa,Consumption.Total_N.300.fwa,Consumption.Total_S.300.fwa,policy.name.S,policy.name.N,Cop
57,3057,2112,287.7522132,256.7355589,103.7346067,98.32219709,572.8389251,0.894773583,11.61152129,0.920707425,1.060196132,338.3178826,4.48812503,287.197892,0.987533532,0.079292575,1.184876434,26.22275641,0.115957029,22.13121611,0.012466468,323.0315554,0.948541834,7.869253633,3.549003765,1.083147597,447.7659579,2.970031599,392.7236337,0.938831145,0.450996235,1.141908093,54.05565507,0.239034107,47.33800855,0.061168855,465.2824283,2.436246314,0.25,0.25,0.25,0.25,1,4,283.3330798,102.6585136,0.90163648,0.895923394,443.9354749,0.983843993,1,0.765563906,-0.120675991,10.08581759,162.7571055,624.5516309,2312,647.2432688,310.2641798,323.9308093,111.5669733,669.7436618,0.611005254,26.69113904,0.963887365,1.005532372,629.0280817,2.781562177,625.5672112,0.935676769,0.036112635,1.645701679,23.56692537,0.104212944,14.32029004,0.064323231,652.5950071,0.489605034,116.8676394,3.966063628,1.00127886,1287.183197,5.691924099,1285.539173,0.996471051,0.033936372,2.045074683,11.01402582,0.048704022,5.385635014,0.003528949,1298.197223,0.931464596,0.25,0.25,0.25,0.25,1,4,581.5274108,289.2058864,0.739652709,0.738362388,347.0307382,0.998073108,0,1,0,0,162.7571055,624.5516309,5912.048928,7889.60677,5191.260515,1742.196531,19.90281173,19.73626452,24219.58897,40974.58125,21491.25121,9109.721179,52.54217047,52.2617561,9.9,110,0.25,2,0,0.1,0,0.25,0.5,0.05,3.113678745,0.005122116,424.168418,434.8401958,443.9747473,450.9855467,455.3465937,456.7337477,455.1168001,2.157926154,2.309757304,2.436786841,2.532522105,2.591325991,2.609912216,2.588241562,2.563084641,2.529014781,2.486560797,2.436246314,1.512696241,2.506515997,0.046177504,7.666666667,0.001,0.33,0.02,0.02,0.25,0.25,0.02,0.02,0,0,0,0,0.1443,2,45.55074,193.2,27.82166,257.54634,4,5,300,GFDL-CM3,6.110394674,297.9643632,1016.774374,6,0.010028186,0.002587847,635.1124602,Nordhaus+TechnologyPolicy.Both,6358.650751,9273.892059,5666.193684,2065.991303,0.002539281,28.16420903,0.276981984,25758.77743,11836.9714,Failure,Failure,Failure
57,3657,2112,287.7522763,256.735551,107.0926879,94.17611279,597.9533783,0.894773433,11.61153428,0.920707506,1.060196075,338.3179595,4.488126051,287.1979728,0.987533546,0.079292494,1.184876568,26.22273304,0.115956926,22.13119387,0.012466454,323.0316059,0.886137793,12.38706517,3.701204114,1.056954812,503.8516924,3.342048276,429.0311357,0.960081082,0.298795886,1.192765753,36.60806794,0.161880876,30.6917497,0.039918918,479.186063,2.080404088,0.25,0.25,0.25,0.25,1,4,283.3331245,105.0824988,0.901652858,0.896174219,418.8210217,0.988832851,1,0.999418919,-2.864155817,2.551055963,125.8245891,450.8221437,2312,636.3674418,315.5668022,322.2986973,106.4601994,712.4947715,0.625038615,22.94146108,0.958231455,1.006420412,615.6399402,2.722359816,611.712494,0.931098962,0.041768545,1.610173175,26.83525422,0.118665494,16.66606712,0.068901038,642.4751945,0.476082531,140.8591734,3.971803022,1.001061694,1282.135951,5.669605176,1280.776158,0.996421958,0.028196978,2.102706211,9.102253837,0.040250166,4.32882815,0.003578042,1291.238205,0.128153881,0.25,0.25,0.25,0.25,1,4,572.5096458,287.6555911,0.739635057,0.73835344,304.2796285,0.999966643,0,1,0,0,125.8245891,450.8221437,5912.049467,7935.386781,5191.260985,1743.415004,19.90298317,19.73639316,24039.61866,41158.81264,21335.55125,9141.332865,52.54215956,52.26454814,9.9,105,0.25,2,0,0.1,0.05,0.25,0.5,0.05,1.857956087,0.004475281,422.9527935,431.7697167,438.3284302,442.1070726,442.8301069,440.5353115,435.505436,2.140389228,2.266457734,2.35857858,2.41102794,2.42101289,2.389265806,2.319098147,2.270941551,2.214776287,2.151079859,2.080404088,1.512696241,2.067944535,0.028385392,7.666666667,0.001,0.33,0.02,0.02,0.25,0.25,0.02,0.02,0,0,0,0,0.1443,2,45.55074,193.2,27.82166,257.54634,4,5,300,GFDL-CM3,6.110394674,297.9643632,1016.774374,6,0.010028186,0.002587847,635.1124602,Nordhaus+TraditionalGreenClimateFund+R&DS,6358.650751,9273.892059,5666.193684,2065.991303,0.002539281,28.16420903,0.276981984,25758.77743,11836.9714,Failure,Failure,Failure
57,4257,2112,287.7522601,256.7355655,107.8704959,93.32916716,582.8587629,0.894773501,11.61152842,0.92070747,1.060196101,338.3179392,4.488125781,287.1979486,0.987533542,0.07929253,1.184876508,26.2227447,0.115956977,22.13120484,0.012466458,323.0315968,0.907542264,10.56487634,3.654125139,1.065212994,433.147712,3.830758365,406.630143,0.974653997,0.345874861,1.17373376,40.99884355,0.181296886,34.93027546,0.025346003,462.4332418,2.296751529,0.25,0.25,0.25,0.25,1,4,283.3331164,102.6996705,0.901643401,0.895946078,433.9156371,0.985946051,1,0.918710663,-1.078369629,8.334331705,151.5847347,586.8396269,2312,636.3660154,315.567554,323.026963,104.9318842,698.4698591,0.625040552,22.94098726,0.958230628,1.006420542,615.6381481,2.722351891,611.7106341,0.931098318,0.041769372,1.610168395,26.83573035,0.1186676,16.6664123,0.068901682,642.4738784,0.470780024,151.7795502,3.973818486,1.000985519,1285.539128,5.684654022,1284.273451,0.996485021,0.026181514,2.12622768,8.469778215,0.037453359,3.983476602,0.003514979,1294.008906,0.403497391,0.25,0.25,0.25,0.25,1,4,572.5084731,288.272834,0.739634656,0.738358166,318.3045409,0.99965944,0,1,0,0,151.5847347,586.8396269,5912.049454,7800.143216,5191.260975,1729.933553,19.90285446,19.73471036,24039.59683,41103.10895,21335.5318,9148.444775,52.54184663,52.26273144,9.9,105,0.25,2,0.5,0.1,0,0.25,0.5,0,2.612686853,0.004777432,424.8673047,435.784837,444.5432147,450.4564402,453.0880445,452.3936454,448.6649852,2.167985742,2.323017049,2.444605616,2.525349043,2.560942613,2.551570688,2.500999691,2.461884865,2.414421781,2.359203072,2.296751529,1.512696241,2.269412049,0.039202764,7.666666667,0.001,0.33,0.02,0.02,0.25,0.25,0.02,0.02,0,0,0,0,0.1443,2,45.55074,193.2,27.82166,257.54634,4,5,300,GFDL-CM3,6.110394674,297.9643632,1016.774374,6,0.010028186,0.002587847,635.1124602,Nordhaus+CoR&DGreenClimateFund,6358.650751,9273.892059,5666.193684,2065.991303,0.002539281,28.16420903,0.276981984,25758.77743,11836.9714,Failure,Failure,Failure
57,4857,2112,287.7523483,256.7354855,110.3088721,90.00916315,603.7147354,0.89477313,11.61156047,0.920707671,1.060195959,338.3180494,4.488127244,287.1980805,0.987533564,0.079292329,1.18487684,26.22268087,0.115956695,22.13114476,0.012466436,323.0316456,0.857969595,15.36375971,3.755557398,1.047219827,479.1157482,4.237299677,434.6365006,0.983798152,0.244442602,1.220579183,29.62555842,0.131004219,24.27172185,0.016201848,475.5456097,1.995765193,0.25,0.25,0.25,0.25,1,4,283.3331601,105.0359204,0.901656168,0.896179285,413.0596646,0.989847249,1,1,-1.180023089,2.678954518,149.8067159,445.5977987,2312,636.3666896,315.5671878,324.9407139,100.1064879,743.6401278,0.625039622,22.94121474,0.958231025,1.00642048,615.6389983,2.72235565,611.7115169,0.931098624,0.041768975,1.61017069,26.83550131,0.118666587,16.6662463,0.068901376,642.4744996,0.454360871,192.3064976,3.979307473,1.000778286,1294.541321,5.724461722,1293.534581,0.996647512,0.020692527,2.202606673,6.731656688,0.029767386,3.056222779,0.003352488,1301.272978,0,0.25,0.25,0.25,0.25,1,4,572.5090266,289.8910876,0.739635099,0.738373389,297.9644,1,0,1,0,0,149.8067159,445.5977987,5912.049514,7851.608708,5191.261023,1733.940246,19.90300438,19.73512218,24039.60718,41491.24104,21335.54102,9226.1932,52.54238535,52.26628907,9.9,105,0.25,2,0.5,0.1,0,0.25,0.5,0.05,1.56988823,0.004062299,423.6947217,432.7620361,438.9681873,441.8330967,441.2975478,437.6613717,431.3891842,2.151098467,2.280484901,2.367490434,2.407240126,2.399829182,2.349272555,2.261070071,2.204496526,2.140352102,2.069288737,1.995765193,1.512696241,1.921348841,0.024153448,7.666666667,0.001,0.33,0.02,0.02,0.25,0.25,0.02,0.02,0,0,0,0,0.1443,2,45.55074,193.2,27.82166,257.54634,4,5,300,GFDL-CM3,6.110394674,297.9643632,1016.774374,6,0.010028186,0.002587847,635.1124602,Nordhaus+CoR&DGreenClimateFund+TecS,6358.650751,9273.892059,5666.193684,2065.991303,0.002539281,28.16420903,0.276981984,25758.77743,11836.9714,Failure,Failure,Failure
58,58,2112,217.0852089,348.1022443,60.30574868,150.059508,67.65218692,1.372149131,0.094868843,0.086648592,1.388956873,30.71567348,0.135824708,22.11420244,0.214858265,0.913351408,1.012249209,323.7698744,1.431710385,319.851941,0.785141735,354.4855479,1.841858316,0.010600221,0.041956141,1.844469003,6.309241821,0.027899467,3.420627732,0.068876889,3.958043859,1.00141742,595.1990683,2.63197028,594.3566154,0.931123111,601.5083102,7.079280953,0.25,0.25,0.25,0.25,1,4,315.8820717,134.0010138,0.604762831,0.601337052,949.1222131,0.761708688,0,-8.915268229,0,0,0,0,2312,240.235756,855.054687,63.21362831,430.5426733,-3977.115021,2.341039191,0.001778106,0.00177495,2.341597918,1.518220248,0.00671357,0.648369319,0.0225553,0.99822505,1.000238667,853.8410711,3.775685216,853.6373365,0.9774447,855.3592914,3.616160306,6.98E-05,0.000279374,3.616194234,0.120284146,0.000531896,0.033262634,0.000493013,3.999720626,1.000009382,1722.074526,7.615013553,1722.058369,0.999506987,1722.19481,7.5,0.25,0.25,0.25,0.25,1,4,762.2106645,383.6619488,-100,-100,4993.889421,0,0,-35.90155739,0,0,0,0,6314.203064,9243.014471,5626.58635,2059.112549,16.48551027,16.36140094,28871.3691,53146.25034,25727.27701,11839.65592,-3882.924995,-3883.052874,0,0,0,0,0,0,0,0,0,0,28.37301565,0.002527379,448.7843127,489.9883914,536.6805759,589.1547255,647.7101394,712.6555943,784.3124423,2.502624602,3.039357422,3.59553405,4.165546856,4.74453391,5.328412617,5.913844662,6.206285824,6.498162663,6.789231917,7.079280953,1.512696241,7.5,0.278329236,8.444444444,0.001,0.33,0.02,0.02,0.25,0.25,0.02,0.02,0,0,0,0,0.1443,2,45.55074,193.2,27.82166,257.54634,4,5,300,GFDL-CM3,6.110394674,297.9643632,1016.774374,6,0.010028186,0.002587847,635.1124602,FWA,6314.203064,9243.014471,5626.58635,2059.112549,0.002527379,28.37301565,0.278329236,25727.27701,11839.65592,P4,P4,1
58,658,2112,268.4647763,281.4815652,105.527239,94.93946967,688.6188645,1.032231177,24.2343223,0.960371434,1.116171949,303.7854714,1.343339354,272.1672693,0.7837929,0.039628566,1.081319741,12.53534007,0.055431274,11.59263037,0.2162071,291.3542017,0.931612038,52.002044,3.924531212,1.064288443,454.5058175,2.009824725,427.0513512,0.877737346,0.075468788,1.142415941,8.740152936,0.038648956,7.65058734,0.122262654,441.051202,0.589736666,0.25,0.25,0.25,0.25,1,4,256.9068653,97.65092897,0.901357793,0.895609241,328.1555355,0.999257375,1,1,6.267670036,4.370076468,239.695469,323.9233198,2312,572.0947161,359.0574317,300.0948373,105.6750468,856.6115766,0.731907688,10.21050959,0.910797989,1.01262995,530.915585,2.347708717,524.293781,0.892619146,0.089202011,1.383548727,51.99697236,0.229930612,37.58232099,0.107380854,582.9125574,0.496933562,182.3434125,3.978183018,1.000734935,1195.141958,5.28491774,1194.264252,0.994810601,0.021816982,2.013820379,6.55434678,0.028983321,3.254682914,0.005189399,1201.696305,0,0.25,0.25,0.25,0.25,1,4,519.4333799,267.7078944,0.739502859,0.7381616,297.9644,1,0,1,0,0,239.695469,323.9233198,5420.430773,7239.924144,4768.285926,1593.403649,19.89638076,19.71397944,22335.03151,38816.36634,19818.19807,8623.932296,52.53001896,52.23375089,9.9,145,0.5,0,0,0,0,0.5,0,0,-2.675318227,0.001757057,405.9623361,397.8127834,388.1555355,378.1555355,368.1555355,358.1555355,348.1555355,1.889861894,1.765949891,1.615784628,1.456299998,1.292540918,1.124271938,0.951237603,0.86284756,0.773160118,0.682136623,0.589736666,0.589736666,0.495917978,-0.046147979,8.444444444,0.001,0.33,0.02,0.02,0.25,0.25,0.02,0.02,0,0,0,0,0.1443,2,45.55074,193.2,27.82166,257.54634,4,5,300,GFDL-CM3,6.110394674,297.9643632,1016.774374,6,0.010028186,0.002587847,635.1124602,Nordhaus,6314.203064,9243.014471,5626.58635,2059.112549,0.002527379,28.37301565,0.278329236,25727.27701,11839.65592,P4,P4,1
58,1258,2112,291.1497493,259.5498902,108.3512732,94.83896684,656.9046359,0.925912543,1.773650335,0.639464287,1.061901856,203.6407209,0.900499268,191.7698135,0.596954079,0.360535713,1.14687058,114.8144687,0.507709581,100.1110942,0.403045921,318.4551896,0.914623536,1.943251382,2.640958763,1.057351013,310.9880328,1.375189081,294.1199555,0.660946452,1.359041237,1.156050519,160.034896,0.70767431,138.4324417,0.339053548,471.0229288,1.153448163,0.25,0.25,0.25,0.25,1,4,283.7754195,104.932133,0.901684197,0.896232878,359.8697641,0.99696533,0,-0.698277118,0,0,133.8703598,283.6559511,2312,622.4364036,330.0173478,315.8399682,111.2074604,748.7602965,0.653696254,23.68225531,0.959485064,1.005571085,602.1911415,2.662889228,598.8548702,0.927603528,0.040514936,1.538284913,25.42794736,0.112442383,16.53006354,0.072396472,627.6190889,0.496897464,182.4420515,3.978194749,1.000734539,1257.850657,5.562215603,1256.927395,0.996056471,0.021805251,2.013965882,6.894521554,0.030487574,3.423355687,0.003943529,1264.745178,0,0.25,0.25,0.25,0.25,1,4,559.2713701,281.7536071,0.739604466,0.738299571,297.9644,1,0,1,0,0,133.8703598,283.6559511,5928.167956,7320.207293,5217.067525,1612.496471,19.90385164,19.71557165,23712.71801,39885.68973,21064.88008,8867.271822,52.5419733,52.24092729,9.9,90,0.2,2,0,0.1,0,0.5,0,0,-1.089606797,0.003352788,412.8530384,410.7893712,406.3759909,399.8091474,391.3189585,381.4366292,371.4366292,1.992707806,1.96208809,1.896084902,1.79653731,1.665381813,1.509088597,1.346757041,1.263944872,1.179994939,1.094875543,1.153448163,1.094875543,1.507420551,-0.017962404,8.444444444,0.001,0.33,0.02,0.02,0.25,0.25,0.02,0.02,0,0,0,0,0.1443,2,45.55074,193.2,27.82166,257.54634,4,5,300,GFDL-CM3,6.110394674,297.9643632,1016.774374,6,0.010028186,0.002587847,635.1124602,Nordhauds+TechnologyPolicy,6314.203064,9243.014471,5626.58635,2059.112549,0.002527379,28.37301565,0.278329236,25727.27701,11839.65592,P4,P4,1
58,1858,2112,295.6045563,255.6384335,107.998736,96.48169899,635.927267,0.90726272,2.063734495,0.673600959,1.05450923,215.5347901,0.953094842,204.39346,0.620404313,0.326399041,1.162297542,104.4392051,0.461830165,89.85582548,0.379595687,319.9739952,0.927230269,1.754971503,2.548079356,1.062448318,301.2291629,1.332035358,283.5235915,0.639461698,1.451920644,1.145830063,171.6433357,0.759006831,149.7982478,0.360538302,472.8724986,1.499637904,0.25,0.25,0.25,0.25,1,4,285.1288272,105.3441709,0.901691941,0.896246581,380.847133,0.994641524,0,1,0,0,73.87809676,311.1507643,2312,649.0761924,316.4725719,324.9213327,112.7893782,730.7941971,0.617997994,35.97369801,0.972953747,1.003689905,635.0022611,2.807979999,632.6677772,0.938769441,0.027046253,1.624098968,17.65184833,0.078056473,10.86870239,0.061230559,652.6541094,0.492184899,195.8545865,3.979680433,1.000684347,1294.404064,5.723854772,1293.518849,0.996647296,0.020319567,2.033147197,6.609005626,0.029225023,3.250628207,0.003352704,1301.01307,0,0.25,0.25,0.25,0.25,1,4,581.5800769,289.8331866,0.739655284,0.738372879,297.9644,1,0,1,0,0,73.87809676,311.1507643,5826.497818,7923.086696,5127.332842,1729.204454,19.9021499,19.73446486,24034.6761,40988.37571,21352.6405,9095.324215,52.54168146,52.2613421,9.9,90,0.27,2,0,0.078,0.075,0.27,0,0.075,-0.04073835,0.00395885,417.913614,421.3471596,422.3947718,420.7993329,416.5224654,409.7344476,400.735763,2.067151088,2.117148508,2.132322172,2.109198732,2.046776908,1.946376168,1.810682649,1.733902871,1.656207265,1.577510997,1.499637904,1.499637904,1.859809964,-0.000652917,8.444444444,0.001,0.33,0.02,0.02,0.25,0.25,0.02,0.02,0,0,0,0,0.1443,2,45.55074,193.2,27.82166,257.54634,4,5,300,GFDL-CM3,6.110394674,297.9643632,1016.774374,6,0.010028186,0.002587847,635.1124602,Nordhaus+TraditionalGreenClimateFund,6314.203064,9243.014471,5626.58635,2059.112549,0.002527379,28.37301565,0.278329236,25727.27701,11839.65592,P4,P4,1
58,2458,2112,291.1497073,259.549932,112.818101,90.07055882,594.3925928,0.925912732,1.773647636,0.639463937,1.061901934,203.6406022,0.900498743,191.7696877,0.596953838,0.360536063,1.146870431,114.8145765,0.507710057,100.1112013,0.403046162,318.4551788,0.859956985,3.074569587,3.018301218,1.038551438,360.2971148,1.593233842,346.922744,0.745553535,0.981698782,1.207678357,117.1861962,0.51819736,97.03427698,0.254446465,477.483311,2.132134621,0.25,0.25,0.25,0.25,1,4,283.7754098,106.3713446,0.901655767,0.896274067,422.3818072,0.988181861,0,-0.448102253,0,0,89.97802871,296.3442282,2312,622.4361057,330.0175094,319.9676569,102.3667127,705.582352,0.653696678,23.68214095,0.959484876,1.005571111,602.1907591,2.662887537,598.8544741,0.927603383,0.040515124,1.538283956,25.42805401,0.112442855,16.53014316,0.072396617,627.6188131,0.465999331,294.2301111,3.986451247,1.000455872,1276.403444,5.644256027,1275.821833,0.996406658,0.013548753,2.146904095,4.33811291,0.019183135,2.020636562,0.003593342,1280.741556,0.265412481,0.25,0.25,0.25,0.25,1,4,559.2711243,285.3172002,0.739604273,0.738332039,311.192048,0.99985483,0,1,0,0,89.97802871,296.3442282,5928.16791,7985.804193,5217.067493,1758.469409,19.90334336,19.73782258,23712.71356,41266.74183,21064.87612,9172.63029,52.54094851,52.2666294,9.9,90,0.2,2,0.5,0.1,0.05,0.2,0.5,0.05,2.035995359,0.004649828,425.2849021,435.6381381,442.6941498,445.869112,445.1759923,441.0867369,434.225111,2.173988632,2.320959752,2.419136595,2.462803393,2.453297171,2.396909507,2.301107985,2.240479698,2.172242587,2.099912902,2.132134621,1.512696241,2.256644862,0.030971919,8.444444444,0.001,0.33,0.02,0.02,0.25,0.25,0.02,0.02,0,0,0,0,0.1443,2,45.55074,193.2,27.82166,257.54634,4,5,300,GFDL-CM3,6.110394674,297.9643632,1016.774374,6,0.010028186,0.002587847,635.1124602,Nordhaus+R&DGreenClimateFund,6314.203064,9243.014471,5626.58635,2059.112549,0.002527379,28.37301565,0.278329236,25727.27701,11839.65592,P4,P4,1
58,3058,2112,291.6144221,259.1363283,114.603449,87.76369598,634.2968163,0.923936092,1.802090962,0.643123648,1.061088211,204.8983856,0.906060661,193.1021224,0.599474903,0.356876352,1.148443296,113.7003569,0.502782978,99.00389281,0.400525097,318.5987426,0.836293141,3.784404403,3.163950272,1.031997639,380.0522539,1.680591067,368.2685306,0.774955543,0.836049728,1.234014232,100.4259095,0.444083372,81.38148396,0.225044457,480.4781634,1.525741376,0.25,0.25,0.25,0.25,1,4,283.9033395,107.0385229,0.901677501,0.896381514,382.4775837,0.994434476,0,-0.177549343,0,0,97.1367584,277.0910722,2312,625.4013393,328.4528049,322.3741778,98.84776396,773.9495787,0.649546867,24.83194251,0.961288238,1.005317503,605.9685899,2.679593104,602.7633935,0.929016826,0.038711762,1.547721271,24.40278644,0.107909122,15.76691287,0.070983174,630.3713763,0.452925136,363.6570643,3.98903079,1.000368943,1286.668714,5.689649054,1286.194182,0.996577663,0.01096921,2.208684976,3.538137549,0.015645644,1.601920413,0.003422337,1290.206852,0,0.25,0.25,0.25,0.25,1,4,561.7239334,287.4258314,0.73961025,0.738351467,297.9644,1,0,1,0,0,97.1367584,277.0910722,5879.927515,7848.947334,5162.139218,1730.911163,19.9027209,19.73424545,23709.14916,41444.77329,21049.75862,9215.22129,52.54104429,52.26622543,9.9,85,0.26,2,0,0.11,0,0.26,1,0.071,0.040784184,0.003358215,419.4557498,422.9699765,422.6853472,418.8015643,411.8757265,402.562357,392.562357,2.089657451,2.140637466,2.136524211,2.080120207,1.978226039,1.838471162,1.68476654,1.606439593,1.52709555,1.510362705,1.525741376,1.510362705,1.546710691,0.000652257,8.444444444,0.001,0.33,0.02,0.02,0.25,0.25,0.02,0.02,0,0,0,0,0.1443,2,45.55074,193.2,27.82166,257.54634,4,5,300,GFDL-CM3,6.110394674,297.9643632,1016.774374,6,0.010028186,0.002587847,635.1124602,Nordhaus+TechnologyPolicy.Both,6314.203064,9243.014471,5626.58635,2059.112549,0.002527379,28.37301565,0.278329236,25727.27701,11839.65592,P4,P4,1
58,3658,2112,291.5675171,259.1779999,111.7921,91.4015613,627.7655292,0.924135231,1.799202103,0.642755341,1.061169865,204.7716221,0.905500113,192.9678074,0.599221259,0.357244659,1.148284179,113.8124626,0.50327871,99.11524055,0.400778741,318.5840847,0.873782767,2.730351423,2.927714967,1.042811194,348.4276169,1.540746922,334.1233953,0.72640194,1.072285033,1.193444451,127.6127366,0.564303521,106.9280908,0.27359806,476.0403534,1.629203199,0.25,0.25,0.25,0.25,1,4,283.8902779,106.0498897,0.901674556,0.896294773,389.0088708,0.993567023,0,-0.450870223,0,0,57.84220282,251.5017491,2312,625.1043056,328.6088566,320.0875061,104.4054484,744.5895207,0.649960462,24.71454999,0.961111511,1.005342333,605.5917577,2.677926753,602.373677,0.928877458,0.038888489,1.546774599,24.50345072,0.108354259,15.84164282,0.071122542,630.0952085,0.472078775,267.1658752,3.985083859,1.000501977,1276.531359,5.64482167,1275.890891,0.996401715,0.014916141,2.119353866,4.778047937,0.021128528,2.254483319,0.003598285,1281.309407,0,0.25,0.25,0.25,0.25,1,4,561.4778403,285.4437031,0.739609672,0.738333567,297.9644,1,0,1,0,0,57.84220282,251.5017491,5889.130936,7946.815371,5171.967912,1741.526718,19.90286311,19.7358452,23713.84793,41134.40207,21055.57323,9134.891344,52.541018,52.26481145,9.9,85,0.25,2,0,0.11,0.067,0.25,0.47,0.067,0.367348538,0.003785983,419.2775958,423.2376252,423.9272284,421.2696041,415.5602779,407.2801329,397.3705391,2.087061653,2.144502804,2.154450688,2.116023692,2.032645264,1.90966476,1.75915325,1.681780086,1.603414601,1.592651193,1.629203199,1.512696241,1.761847573,0.005825348,8.444444444,0.001,0.33,0.02,0.02,0.25,0.25,0.02,0.02,0,0,0,0,0.1443,2,45.55074,193.2,27.82166,257.54634,4,5,300,GFDL-CM3,6.110394674,297.9643632,1016.774374,6,0.010028186,0.002587847,635.1124602,Nordhaus+TraditionalGreenClimateFund+R&DS,6314.203064,9243.014471,5626.58635,2059.112549,0.002527379,28.37301565,0.278329236,25727.27701,11839.65592,P4,P4,1
